Timestamp,Track_ID,X_Min,Y_Min,X_Max,Y_Max
99.96,6,1192.0,1.8,1279.8,125.2
99.96,7,296.6,225.8,323.0,272.7
99.99,1,0.0,177.7,42.6,238.7
99.99,2,263.7,210.6,296.4,266.5
99.99,3,1207.3,194.0,1280.0,346.4
99.99,4,0.2,252.3,41.1,350.6
99.99,5,230.4,209.0,283.3,268.9
99.99,6,1192.0,1.8,1279.8,125.2
99.99,7,296.6,225.8,323.0,272.7
100.02,1,0.0,177.7,42.6,238.7
100.02,2,263.7,210.6,296.4,266.5
100.02,3,1207.3,194.0,1280.0,346.4
100.02,4,0.2,252.3,41.1,350.6
100.02,5,230.4,209.0,283.3,268.9
100.02,6,1192.0,1.8,1279.8,125.2
100.02,7,296.6,225.8,323.0,272.7
100.06,1,0.0,177.7,42.6,238.7
100.06,2,263.7,210.6,296.4,266.5
100.06,3,1207.3,194.0,1280.0,346.4
100.06,4,0.2,252.3,41.1,350.6
100.06,5,230.4,209.0,283.3,268.9
100.06,6,1192.0,1.8,1279.8,125.2
100.06,7,296.6,225.8,323.0,272.7
100.09,1,0.0,177.7,42.6,238.7
100.09,2,263.7,210.6,296.4,266.5
100.09,3,1207.3,194.0,1280.0,346.4
100.09,4,0.2,252.3,41.1,350.6
100.09,5,230.4,209.0,283.3,268.9
100.09,6,1192.0,1.8,1279.8,125.2
100.09,7,296.6,225.8,323.0,272.7
100.12,1,0.0,177.7,42.6,238.7
100.12,2,263.7,210.6,296.4,266.5
100.12,3,1207.3,194.0,1280.0,346.4
100.12,4,0.2,252.3,41.1,350.6
100.12,5,230.4,209.0,283.3,268.9
100.12,6,1192.0,1.8,1279.8,125.2
100.12,7,296.6,225.8,323.0,272.7
100.16,1,0.0,177.7,42.6,238.7
100.16,2,263.7,210.6,296.4,266.5
100.16,3,1207.3,194.0,1280.0,346.4
100.16,4,0.2,252.3,41.1,350.6
100.16,5,230.4,209.0,283.3,268.9
100.16,6,1192.0,1.8,1279.8,125.2
100.16,7,296.6,225.8,323.0,272.7
100.19,1,0.0,177.7,42.6,238.7
100.19,2,263.7,210.6,296.4,266.5
100.19,3,1207.3,194.0,1280.0,346.4
100.19,4,0.2,252.3,41.1,350.6
100.19,5,230.4,209.0,283.3,268.9
100.19,6,1192.0,1.8,1279.8,125.2
100.19,7,296.6,225.8,323.0,272.7
100.22,1,0.0,177.7,42.6,238.7
100.22,2,263.7,210.6,296.4,266.5
100.22,3,1207.3,194.0,1280.0,346.4
100.22,4,0.2,252.3,41.1,350.6
100.22,5,230.4,209.0,283.3,268.9
100.22,6,1192.0,1.8,1279.8,125.2
100.22,7,296.6,225.8,323.0,272.7
100.25,1,0.0,177.7,42.6,238.7
100.25,2,263.7,210.6,296.4,266.5
100.25,3,1207.3,194.0,1280.0,346.4
100.25,4,0.2,252.3,41.1,350.6
100.25,5,230.4,209.0,283.3,268.9
100.25,6,1192.0,1.8,1279.8,125.2
100.25,7,296.6,225.8,323.0,272.7
100.29,1,0.0,177.7,42.6,238.7
100.29,2,263.7,210.6,296.4,266.5
100.29,3,1207.3,194.0,1280.0,346.4
100.29,4,0.2,252.3,41.1,350.6
100.29,5,230.4,209.0,283.3,268.9
100.29,6,1192.0,1.8,1279.8,125.2
100.29,7,296.6,225.8,323.0,272.7
100.32,1,0.0,177.7,42.6,238.7
100.32,2,263.7,210.6,296.4,266.5
100.32,3,1207.3,194.0,1280.0,346.4
100.32,4,0.2,252.3,41.1,350.6
100.32,5,230.4,209.0,283.3,268.9
100.32,6,1192.0,1.8,1279.8,125.2
100.32,7,296.6,225.8,323.0,272.7
100.35,1,0.0,177.7,42.6,238.7
100.35,2,263.7,210.6,296.4,266.5
100.35,3,1207.3,194.0,1280.0,346.4
100.35,4,0.2,252.3,41.1,350.6
100.35,5,230.4,209.0,283.3,268.9
100.35,6,1192.0,1.8,1279.8,125.2
100.35,7,296.6,225.8,323.0,272.7
100.39,1,0.0,177.7,42.6,238.7
100.39,2,263.7,210.6,296.4,266.5
100.39,3,1207.3,194.0,1280.0,346.4
100.39,4,0.2,252.3,41.1,350.6
100.39,5,230.4,209.0,283.3,268.9
100.39,6,1192.0,1.8,1279.8,125.2
100.39,7,296.6,225.8,323.0,272.7
100.42,1,0.0,177.7,42.6,238.7
100.42,2,263.7,210.6,296.4,266.5
100.42,3,1207.3,194.0,1280.0,346.4
100.42,4,0.2,252.3,41.1,350.6
100.42,5,230.4,209.0,283.3,268.9
100.42,6,1192.0,1.8,1279.8,125.2
100.42,7,296.6,225.8,323.0,272.7
100.45,1,0.0,177.7,42.6,238.7
100.45,2,263.7,210.6,296.4,266.5
100.45,3,1207.3,194.0,1280.0,346.4
100.45,4,0.2,252.3,41.1,350.6
100.45,5,230.4,209.0,283.3,268.9
100.45,6,1192.0,1.8,1279.8,125.2
100.45,7,296.6,225.8,323.0,272.7
100.48,1,0.0,177.7,42.6,238.7
100.48,2,263.7,210.6,296.4,266.5
100.48,3,1207.3,194.0,1280.0,346.4
100.48,4,0.2,252.3,41.1,350.6
100.48,5,230.4,209.0,283.3,268.9
100.48,6,1192.0,1.8,1279.8,125.2
100.48,7,296.6,225.8,323.0,272.7
100.52,1,0.0,177.7,42.6,238.7
100.52,2,263.7,210.6,296.4,266.5
100.52,3,1207.3,194.0,1280.0,346.4
100.52,4,0.2,252.3,41.1,350.6
100.52,5,230.4,209.0,283.3,268.9
100.52,6,1192.0,1.8,1279.8,125.2
100.52,7,296.6,225.8,323.0,272.7
100.55,1,0.0,177.7,42.6,238.7
100.55,2,263.7,210.6,296.4,266.5
100.55,3,1207.3,194.0,1280.0,346.4
100.55,4,0.2,252.3,41.1,350.6
100.55,5,230.4,209.0,283.3,268.9
100.55,6,1192.0,1.8,1279.8,125.2
100.55,7,296.6,225.8,323.0,272.7
100.58,1,0.0,177.7,42.6,238.7
100.58,2,263.7,210.6,296.4,266.5
100.58,3,1207.3,194.0,1280.0,346.4
100.58,4,0.2,252.3,41.1,350.6
100.58,5,230.4,209.0,283.3,268.9
100.58,6,1192.0,1.8,1279.8,125.2
100.58,7,296.6,225.8,323.0,272.7
100.62,1,0.0,177.7,42.6,238.7
100.62,2,263.7,210.6,296.4,266.5
100.62,3,1207.3,194.0,1280.0,346.4
100.62,4,0.2,252.3,41.1,350.6
100.62,5,230.4,209.0,283.3,268.9
100.62,6,1192.0,1.8,1279.8,125.2
100.62,7,296.6,225.8,323.0,272.7
100.65,1,0.0,177.7,42.6,238.7
100.65,2,263.7,210.6,296.4,266.5
100.65,3,1207.3,194.0,1280.0,346.4
100.65,4,0.2,252.3,41.1,350.6
100.65,5,230.4,209.0,283.3,268.9
100.65,6,1192.0,1.8,1279.8,125.2
100.65,7,296.6,225.8,323.0,272.7
100.68,1,0.0,177.7,42.6,238.7
100.68,2,263.7,210.6,296.4,266.5
100.68,3,1207.3,194.0,1280.0,346.4
100.68,4,0.2,252.3,41.1,350.6
100.68,5,230.4,209.0,283.3,268.9
100.68,6,1192.0,1.8,1279.8,125.2
100.68,7,296.6,225.8,323.0,272.7
100.72,1,0.0,177.7,42.6,238.7
100.72,2,263.7,210.6,296.4,266.5
100.72,3,1207.3,194.0,1280.0,346.4
100.72,4,0.2,252.3,41.1,350.6
100.72,5,230.4,209.0,283.3,268.9
100.72,6,1192.0,1.8,1279.8,125.2
100.72,7,296.6,225.8,323.0,272.7
100.75,1,0.0,177.7,42.6,238.7
100.75,2,263.7,210.6,296.4,266.5
100.75,3,1207.3,194.0,1280.0,346.4
100.75,4,0.2,252.3,41.1,350.6
100.75,5,230.4,209.0,283.3,268.9
100.75,6,1192.0,1.8,1279.8,125.2
100.75,7,296.6,225.8,323.0,272.7
100.78,1,0.0,177.7,42.6,238.7
100.78,2,263.7,210.6,296.4,266.5
100.78,3,1207.3,194.0,1280.0,346.4
100.78,4,0.2,252.3,41.1,350.6
100.78,5,230.4,209.0,283.3,268.9
100.78,6,1192.0,1.8,1279.8,125.2
100.78,7,296.6,225.8,323.0,272.7
100.81,1,0.0,177.7,42.6,238.7
100.81,2,263.7,210.6,296.4,266.5
100.81,3,1207.3,194.0,1280.0,346.4
100.81,4,0.2,252.3,41.1,350.6
100.81,5,230.4,209.0,283.3,268.9
100.81,6,1192.0,1.8,1279.8,125.2
100.81,7,296.6,225.8,323.0,272.7
100.85,1,0.0,177.7,42.6,238.7
100.85,2,263.7,210.6,296.4,266.5
100.85,3,1207.3,194.0,1280.0,346.4
100.85,4,0.2,252.3,41.1,350.6
100.85,5,230.4,209.0,283.3,268.9
100.85,6,1192.0,1.8,1279.8,125.2
100.85,7,296.6,225.8,323.0,272.7
100.88,1,0.0,177.7,42.6,238.7
100.88,2,263.7,210.6,296.4,266.5
100.88,3,1207.3,194.0,1280.0,346.4
100.88,4,0.2,252.3,41.1,350.6
100.88,5,230.4,209.0,283.3,268.9
100.88,6,1192.0,1.8,1279.8,125.2
100.88,7,296.6,225.8,323.0,272.7
100.91,1,0.0,177.7,42.6,238.7
100.91,2,263.7,210.6,296.4,266.5
100.91,3,1207.3,194.0,1280.0,346.4
100.91,4,0.2,252.3,41.1,350.6
100.91,5,230.4,209.0,283.3,268.9
100.91,6,1192.0,1.8,1279.8,125.2
100.91,7,296.6,225.8,323.0,272.7
100.95,1,0.0,177.7,42.6,238.7
100.95,2,263.7,210.6,296.4,266.5
100.95,3,1207.3,194.0,1280.0,346.4
100.95,4,0.2,252.3,41.1,350.6
100.95,5,230.4,209.0,283.3,268.9
100.95,6,1192.0,1.8,1279.8,125.2
100.95,7,296.6,225.8,323.0,272.7
100.98,1,0.0,177.7,42.6,238.7
100.98,2,263.7,210.6,296.4,266.5
100.98,3,1207.3,194.0,1280.0,346.4
100.98,4,0.2,252.3,41.1,350.6
100.98,5,230.4,209.0,283.3,268.9
100.98,6,1192.0,1.8,1279.8,125.2
100.98,7,296.6,225.8,323.0,272.7
101.01,1,0.0,177.7,42.6,238.7
101.01,2,263.7,210.6,296.4,266.5
101.01,3,1207.3,194.0,1280.0,346.4
101.01,4,0.2,252.3,41.1,350.6
101.01,5,230.4,209.0,283.3,268.9
101.01,6,1192.0,1.8,1279.8,125.2
101.01,7,296.6,225.8,323.0,272.7
101.05,1,0.0,177.7,42.6,238.7
101.05,2,263.7,210.6,296.4,266.5
101.05,3,1207.3,194.0,1280.0,346.4
101.05,4,0.2,252.3,41.1,350.6
101.05,5,230.4,209.0,283.3,268.9
101.05,6,1192.0,1.8,1279.8,125.2
101.05,7,296.6,225.8,323.0,272.7
101.08,1,0.0,177.7,42.6,238.7
101.08,2,263.7,210.6,296.4,266.5
101.08,3,1207.3,194.0,1280.0,346.4
101.08,4,0.2,252.3,41.1,350.6
101.08,5,230.4,209.0,283.3,268.9
101.08,6,1192.0,1.8,1279.8,125.2
101.08,7,296.6,225.8,323.0,272.7
101.11,1,0.0,177.7,42.6,238.7
101.11,2,263.7,210.6,296.4,266.5
101.11,3,1207.3,194.0,1280.0,346.4
101.11,4,0.2,252.3,41.1,350.6
101.11,5,230.4,209.0,283.3,268.9
101.11,6,1192.0,1.8,1279.8,125.2
101.11,7,296.6,225.8,323.0,272.7
101.14,1,0.0,177.7,42.6,238.7
101.14,2,263.7,210.6,296.4,266.5
101.14,3,1207.3,194.0,1280.0,346.4
101.14,4,0.2,252.3,41.1,350.6
101.14,5,230.4,209.0,283.3,268.9
101.14,6,1192.0,1.8,1279.8,125.2
101.14,7,296.6,225.8,323.0,272.7
101.18,1,0.0,177.7,42.6,238.7
101.18,2,263.7,210.6,296.4,266.5
101.18,3,1207.3,194.0,1280.0,346.4
101.18,4,0.2,252.3,41.1,350.6
101.18,5,230.4,209.0,283.3,268.9
101.18,6,1192.0,1.8,1279.8,125.2
101.18,7,296.6,225.8,323.0,272.7
101.21,1,0.0,177.7,42.6,238.7
101.21,2,263.7,210.6,296.4,266.5
101.21,3,1207.3,194.0,1280.0,346.4
101.21,4,0.2,252.3,41.1,350.6
101.21,5,230.4,209.0,283.3,268.9
101.21,6,1192.0,1.8,1279.8,125.2
101.21,7,296.6,225.8,323.0,272.7
101.24,1,0.0,177.7,42.6,238.7
101.24,2,263.7,210.6,296.4,266.5
101.24,3,1207.3,194.0,1280.0,346.4
101.24,4,0.2,252.3,41.1,350.6
101.24,5,230.4,209.0,283.3,268.9
101.24,6,1192.0,1.8,1279.8,125.2
101.24,7,296.6,225.8,323.0,272.7
101.28,1,0.0,177.7,42.6,238.7
101.28,2,263.7,210.6,296.4,266.5
101.28,3,1207.3,194.0,1280.0,346.4
101.28,4,0.2,252.3,41.1,350.6
101.28,5,230.4,209.0,283.3,268.9
101.28,6,1192.0,1.8,1279.8,125.2
101.28,7,296.6,225.8,323.0,272.7
101.31,1,0.0,177.7,42.6,238.7
101.31,2,263.7,210.6,296.4,266.5
101.31,3,1207.3,194.0,1280.0,346.4
101.31,4,0.2,252.3,41.1,350.6
101.31,5,230.4,209.0,283.3,268.9
101.31,6,1192.0,1.8,1279.8,125.2
101.31,7,296.6,225.8,323.0,272.7
101.34,1,0.0,177.7,42.6,238.7
101.34,2,263.7,210.6,296.4,266.5
101.34,3,1207.3,194.0,1280.0,346.4
101.34,4,0.2,252.3,41.1,350.6
101.34,5,230.4,209.0,283.3,268.9
101.34,6,1192.0,1.8,1279.8,125.2
101.34,7,296.6,225.8,323.0,272.7
101.38,1,0.0,177.7,42.6,238.7
101.38,2,263.7,210.6,296.4,266.5
101.38,3,1207.3,194.0,1280.0,346.4
101.38,4,0.2,252.3,41.1,350.6
101.38,5,230.4,209.0,283.3,268.9
101.38,6,1192.0,1.8,1279.8,125.2
101.38,7,296.6,225.8,323.0,272.7
101.41,1,0.0,177.7,42.6,238.7
101.41,2,263.7,210.6,296.4,266.5
101.41,3,1207.3,194.0,1280.0,346.4
101.41,4,0.2,252.3,41.1,350.6
101.41,5,230.4,209.0,283.3,268.9
101.41,6,1192.0,1.8,1279.8,125.2
101.41,7,296.6,225.8,323.0,272.7
101.44,1,0.0,177.7,42.6,238.7
101.44,2,263.7,210.6,296.4,266.5
101.44,3,1207.3,194.0,1280.0,346.4
101.44,4,0.2,252.3,41.1,350.6
101.44,5,230.4,209.0,283.3,268.9
101.44,6,1192.0,1.8,1279.8,125.2
101.44,7,296.6,225.8,323.0,272.7
101.47,1,0.0,177.7,42.6,238.7
101.47,2,263.7,210.6,296.4,266.5
101.47,3,1207.3,194.0,1280.0,346.4
101.47,4,0.2,252.3,41.1,350.6
101.47,5,230.4,209.0,283.3,268.9
101.47,6,1192.0,1.8,1279.8,125.2
101.47,7,296.6,225.8,323.0,272.7
101.51,1,0.0,177.7,42.6,238.7
101.51,2,263.7,210.6,296.4,266.5
101.51,3,1207.3,194.0,1280.0,346.4
101.51,4,0.2,252.3,41.1,350.6
101.51,5,230.4,209.0,283.3,268.9
101.51,6,1192.0,1.8,1279.8,125.2
101.51,7,296.6,225.8,323.0,272.7
101.54,1,0.0,177.7,42.6,238.7
101.54,2,263.7,210.6,296.4,266.5
101.54,3,1207.3,194.0,1280.0,346.4
101.54,4,0.2,252.3,41.1,350.6
101.54,5,230.4,209.0,283.3,268.9
101.54,6,1192.0,1.8,1279.8,125.2
101.54,7,296.6,225.8,323.0,272.7
101.57,1,0.0,177.7,42.6,238.7
101.57,2,263.7,210.6,296.4,266.5
101.57,3,1207.3,194.0,1280.0,346.4
101.57,4,0.2,252.3,41.1,350.6
101.57,5,230.4,209.0,283.3,268.9
101.57,6,1192.0,1.8,1279.8,125.2
101.57,7,296.6,225.8,323.0,272.7
101.61,1,0.0,177.7,42.6,238.7
101.61,2,263.7,210.6,296.4,266.5
101.61,3,1207.3,194.0,1280.0,346.4
101.61,4,0.2,252.3,41.1,350.6
101.61,5,230.4,209.0,283.3,268.9
101.61,6,1192.0,1.8,1279.8,125.2
101.61,7,296.6,225.8,323.0,272.7
101.64,1,0.0,177.7,42.6,238.7
101.64,2,263.7,210.6,296.4,266.5
101.64,3,1207.3,194.0,1280.0,346.4
101.64,4,0.2,252.3,41.1,350.6
101.64,5,230.4,209.0,283.3,268.9
101.64,6,1192.0,1.8,1279.8,125.2
101.64,7,296.6,225.8,323.0,272.7
101.67,1,0.0,177.7,42.6,238.7
101.67,2,263.7,210.6,296.4,266.5
101.67,3,1207.3,194.0,1280.0,346.4
101.67,4,0.2,252.3,41.1,350.6
101.67,5,230.4,209.0,283.3,268.9
101.67,6,1192.0,1.8,1279.8,125.2
101.67,7,296.6,225.8,323.0,272.7
101.71,1,0.0,177.7,42.6,238.7
101.71,2,263.7,210.6,296.4,266.5
101.71,3,1207.3,194.0,1280.0,346.4
101.71,4,0.2,252.3,41.1,350.6
101.71,5,230.4,209.0,283.3,268.9
101.71,6,1192.0,1.8,1279.8,125.2
101.71,7,296.6,225.8,323.0,272.7
101.74,1,0.0,177.7,42.6,238.7
101.74,2,263.7,210.6,296.4,266.5
101.74,3,1207.3,194.0,1280.0,346.4
101.74,4,0.2,252.3,41.1,350.6
101.74,5,230.4,209.0,283.3,268.9
101.74,6,1192.0,1.8,1279.8,125.2
101.74,7,296.6,225.8,323.0,272.7
101.77,1,0.0,177.7,42.6,238.7
101.77,2,263.7,210.6,296.4,266.5
101.77,3,1207.3,194.0,1280.0,346.4
101.77,4,0.2,252.3,41.1,350.6
101.77,5,230.4,209.0,283.3,268.9
101.77,6,1192.0,1.8,1279.8,125.2
101.77,7,296.6,225.8,323.0,272.7
101.81,1,0.0,177.7,42.6,238.7
101.81,2,263.7,210.6,296.4,266.5
101.81,3,1207.3,194.0,1280.0,346.4
101.81,4,0.2,252.3,41.1,350.6
101.81,5,230.4,209.0,283.3,268.9
101.81,6,1192.0,1.8,1279.8,125.2
101.81,7,296.6,225.8,323.0,272.7
101.84,1,0.0,177.7,42.6,238.7
101.84,2,263.7,210.6,296.4,266.5
101.84,3,1207.3,194.0,1280.0,346.4
101.84,4,0.2,252.3,41.1,350.6
101.84,5,230.4,209.0,283.3,268.9
101.84,6,1192.0,1.8,1279.8,125.2
101.84,7,296.6,225.8,323.0,272.7
101.87,1,0.0,177.7,42.6,238.7
101.87,2,263.7,210.6,296.4,266.5
101.87,3,1207.3,194.0,1280.0,346.4
101.87,4,0.2,252.3,41.1,350.6
101.87,5,230.4,209.0,283.3,268.9
101.87,6,1192.0,1.8,1279.8,125.2
101.87,7,296.6,225.8,323.0,272.7
101.9,1,0.0,177.7,42.6,238.7
101.9,2,263.7,210.6,296.4,266.5
101.9,3,1207.3,194.0,1280.0,346.4
101.9,4,0.2,252.3,41.1,350.6
101.9,5,230.4,209.0,283.3,268.9
101.9,6,1192.0,1.8,1279.8,125.2
101.9,7,296.6,225.8,323.0,272.7
101.94,1,0.0,177.7,42.6,238.7
101.94,2,263.7,210.6,296.4,266.5
101.94,3,1207.3,194.0,1280.0,346.4
101.94,4,0.2,252.3,41.1,350.6
101.94,5,230.4,209.0,283.3,268.9
101.94,6,1192.0,1.8,1279.8,125.2
101.94,7,296.6,225.8,323.0,272.7
101.97,1,0.0,177.7,42.6,238.7
101.97,2,263.7,210.6,296.4,266.5
101.97,3,1207.3,194.0,1280.0,346.4
101.97,4,0.2,252.3,41.1,350.6
101.97,5,230.4,209.0,283.3,268.9
101.97,6,1192.0,1.8,1279.8,125.2
101.97,7,296.6,225.8,323.0,272.7
102.0,1,0.0,177.7,42.6,238.7
102.0,2,263.7,210.6,296.4,266.5
102.0,3,1207.3,194.0,1280.0,346.4
102.0,4,0.2,252.3,41.1,350.6
102.0,5,230.4,209.0,283.3,268.9
102.0,6,1192.0,1.8,1279.8,125.2
102.0,7,296.6,225.8,323.0,272.7
102.04,1,0.0,177.7,42.6,238.7
102.04,2,263.7,210.6,296.4,266.5
102.04,3,1207.3,194.0,1280.0,346.4
102.04,4,0.2,252.3,41.1,350.6
102.04,5,230.4,209.0,283.3,268.9
102.04,6,1192.0,1.8,1279.8,125.2
102.04,7,296.6,225.8,323.0,272.7
102.07,1,0.0,177.7,42.6,238.7
102.07,2,263.7,210.6,296.4,266.5
102.07,3,1207.3,194.0,1280.0,346.4
102.07,4,0.2,252.3,41.1,350.6
102.07,5,230.4,209.0,283.3,268.9
102.07,6,1192.0,1.8,1279.8,125.2
102.07,7,296.6,225.8,323.0,272.7
102.1,1,0.0,177.7,42.6,238.7
102.1,2,263.7,210.6,296.4,266.5
102.1,3,1207.3,194.0,1280.0,346.4
102.1,4,0.2,252.3,41.1,350.6
102.1,5,230.4,209.0,283.3,268.9
102.1,6,1192.0,1.8,1279.8,125.2
102.1,7,296.6,225.8,323.0,272.7
102.14,1,0.0,177.7,42.6,238.7
102.14,2,263.7,210.6,296.4,266.5
102.14,3,1207.3,194.0,1280.0,346.4
102.14,4,0.2,252.3,41.1,350.6
102.14,5,230.4,209.0,283.3,268.9
102.14,6,1192.0,1.8,1279.8,125.2
102.14,7,296.6,225.8,323.0,272.7
102.17,1,0.0,177.7,42.6,238.7
102.17,2,263.7,210.6,296.4,266.5
102.17,3,1207.3,194.0,1280.0,346.4
102.17,4,0.2,252.3,41.1,350.6
102.17,5,230.4,209.0,283.3,268.9
102.17,6,1192.0,1.8,1279.8,125.2
102.17,7,296.6,225.8,323.0,272.7
102.2,1,0.0,177.7,42.6,238.7
102.2,2,263.7,210.6,296.4,266.5
102.2,3,1207.3,194.0,1280.0,346.4
102.2,4,0.2,252.3,41.1,350.6
102.2,5,230.4,209.0,283.3,268.9
102.2,6,1192.0,1.8,1279.8,125.2
102.2,7,296.6,225.8,323.0,272.7
102.23,1,0.0,177.7,42.6,238.7
102.23,2,263.7,210.6,296.4,266.5
102.23,3,1207.3,194.0,1280.0,346.4
102.23,4,0.2,252.3,41.1,350.6
102.23,5,230.4,209.0,283.3,268.9
102.23,6,1192.0,1.8,1279.8,125.2
102.23,7,296.6,225.8,323.0,272.7
102.27,1,0.0,177.7,42.6,238.7
102.27,2,263.7,210.6,296.4,266.5
102.27,3,1207.3,194.0,1280.0,346.4
102.27,4,0.2,252.3,41.1,350.6
102.27,5,230.4,209.0,283.3,268.9
102.27,6,1192.0,1.8,1279.8,125.2
102.27,7,296.6,225.8,323.0,272.7
102.3,1,0.0,177.7,42.6,238.7
102.3,2,263.7,210.6,296.4,266.5
102.3,3,1207.3,194.0,1280.0,346.4
102.3,4,0.2,252.3,41.1,350.6
102.3,5,230.4,209.0,283.3,268.9
102.3,6,1192.0,1.8,1279.8,125.2
102.3,7,296.6,225.8,323.0,272.7
102.33,1,0.0,177.7,42.6,238.7
102.33,2,263.7,210.6,296.4,266.5
102.33,3,1207.3,194.0,1280.0,346.4
102.33,4,0.2,252.3,41.1,350.6
102.33,5,230.4,209.0,283.3,268.9
102.33,6,1192.0,1.8,1279.8,125.2
102.33,7,296.6,225.8,323.0,272.7
102.37,1,0.0,177.7,42.6,238.7
102.37,2,263.7,210.6,296.4,266.5
102.37,3,1207.3,194.0,1280.0,346.4
102.37,4,0.2,252.3,41.1,350.6
102.37,5,230.4,209.0,283.3,268.9
102.37,6,1192.0,1.8,1279.8,125.2
102.37,7,296.6,225.8,323.0,272.7
102.4,1,0.0,177.7,42.6,238.7
102.4,2,263.7,210.6,296.4,266.5
102.4,3,1207.3,194.0,1280.0,346.4
102.4,4,0.2,252.3,41.1,350.6
102.4,5,230.4,209.0,283.3,268.9
102.4,6,1192.0,1.8,1279.8,125.2
102.4,7,296.6,225.8,323.0,272.7
102.43,1,0.0,177.7,42.6,238.7
102.43,2,263.7,210.6,296.4,266.5
102.43,3,1207.3,194.0,1280.0,346.4
102.43,4,0.2,252.3,41.1,350.6
102.43,5,230.4,209.0,283.3,268.9
102.43,6,1192.0,1.8,1279.8,125.2
102.43,7,296.6,225.8,323.0,272.7
102.47,1,0.0,177.7,42.6,238.7
102.47,2,263.7,210.6,296.4,266.5
102.47,3,1207.3,194.0,1280.0,346.4
102.47,4,0.2,252.3,41.1,350.6
102.47,5,230.4,209.0,283.3,268.9
102.47,6,1192.0,1.8,1279.8,125.2
102.47,7,296.6,225.8,323.0,272.7
102.5,1,0.0,177.7,42.6,238.7
102.5,2,263.7,210.6,296.4,266.5
102.5,3,1207.3,194.0,1280.0,346.4
102.5,4,0.2,252.3,41.1,350.6
102.5,5,230.4,209.0,283.3,268.9
102.5,6,1192.0,1.8,1279.8,125.2
102.5,7,296.6,225.8,323.0,272.7
102.53,1,0.0,177.7,42.6,238.7
102.53,2,263.7,210.6,296.4,266.5
102.53,3,1207.3,194.0,1280.0,346.4
102.53,4,0.2,252.3,41.1,350.6
102.53,5,230.4,209.0,283.3,268.9
102.53,6,1192.0,1.8,1279.8,125.2
102.53,7,296.6,225.8,323.0,272.7
102.56,1,0.0,177.7,42.6,238.7
102.56,2,263.7,210.6,296.4,266.5
102.56,3,1207.3,194.0,1280.0,346.4
102.56,4,0.2,252.3,41.1,350.6
102.56,5,230.4,209.0,283.3,268.9
102.56,6,1192.0,1.8,1279.8,125.2
102.56,7,296.6,225.8,323.0,272.7
102.6,1,0.0,177.7,42.6,238.7
102.6,2,263.7,210.6,296.4,266.5
102.6,3,1207.3,194.0,1280.0,346.4
102.6,4,0.2,252.3,41.1,350.6
102.6,5,230.4,209.0,283.3,268.9
102.6,6,1192.0,1.8,1279.8,125.2
102.6,7,296.6,225.8,323.0,272.7
102.63,1,0.0,177.7,42.6,238.7
102.63,2,263.7,210.6,296.4,266.5
102.63,3,1207.3,194.0,1280.0,346.4
102.63,4,0.2,252.3,41.1,350.6
102.63,5,230.4,209.0,283.3,268.9
102.63,6,1192.0,1.8,1279.8,125.2
102.63,7,296.6,225.8,323.0,272.7
102.66,1,0.0,177.7,42.6,238.7
102.66,2,263.7,210.6,296.4,266.5
102.66,3,1207.3,194.0,1280.0,346.4
102.66,4,0.2,252.3,41.1,350.6
102.66,5,230.4,209.0,283.3,268.9
102.66,6,1192.0,1.8,1279.8,125.2
102.66,7,296.6,225.8,323.0,272.7
102.7,1,0.0,177.7,42.6,238.7
102.7,2,263.7,210.6,296.4,266.5
102.7,3,1207.3,194.0,1280.0,346.4
102.7,4,0.2,252.3,41.1,350.6
102.7,5,230.4,209.0,283.3,268.9
102.7,6,1192.0,1.8,1279.8,125.2
102.7,7,296.6,225.8,323.0,272.7
102.73,1,0.0,177.7,42.6,238.7
102.73,2,263.7,210.6,296.4,266.5
102.73,3,1207.3,194.0,1280.0,346.4
102.73,4,0.2,252.3,41.1,350.6
102.73,5,230.4,209.0,283.3,268.9
102.73,6,1192.0,1.8,1279.8,125.2
102.73,7,296.6,225.8,323.0,272.7
102.76,1,0.0,177.7,42.6,238.7
102.76,2,263.7,210.6,296.4,266.5
102.76,3,1207.3,194.0,1280.0,346.4
102.76,4,0.2,252.3,41.1,350.6
102.76,5,230.4,209.0,283.3,268.9
102.76,6,1192.0,1.8,1279.8,125.2
102.76,7,296.6,225.8,323.0,272.7
102.8,1,0.0,177.7,42.6,238.7
102.8,2,263.7,210.6,296.4,266.5
102.8,3,1207.3,194.0,1280.0,346.4
102.8,4,0.2,252.3,41.1,350.6
102.8,5,230.4,209.0,283.3,268.9
102.8,6,1192.0,1.8,1279.8,125.2
102.8,7,296.6,225.8,323.0,272.7
102.83,1,0.0,177.7,42.6,238.7
102.83,2,263.7,210.6,296.4,266.5
102.83,3,1207.3,194.0,1280.0,346.4
102.83,4,0.2,252.3,41.1,350.6
102.83,5,230.4,209.0,283.3,268.9
102.83,6,1192.0,1.8,1279.8,125.2
102.83,7,296.6,225.8,323.0,272.7
102.86,1,0.0,177.7,42.6,238.7
102.86,2,263.7,210.6,296.4,266.5
102.86,3,1207.3,194.0,1280.0,346.4
102.86,4,0.2,252.3,41.1,350.6
102.86,5,230.4,209.0,283.3,268.9
102.86,6,1192.0,1.8,1279.8,125.2
102.86,7,296.6,225.8,323.0,272.7
