Timestamp,Object_ID,Centroid_X,Centroid_Y,Centroid_Z,Velocity_ms,Is_Static,Point_Count
429.66,1,0.095,8.935,0.65,0.0,1,864
429.66,2,1.176,9.256,1.734,0.0,1,110
429.66,3,-4.322,7.849,0.579,0.0,1,468
429.66,4,-4.737,7.258,0.653,0.0,1,680
429.66,5,1.22,9.266,0.613,0.0,1,370
429.66,6,-2.998,7.779,0.623,0.0,1,637
429.63,1,0.095,8.935,0.65,0.0,1,866
429.63,2,1.176,9.256,1.734,0.0,1,110
429.63,3,-4.322,7.849,0.579,0.0,1,472
429.63,4,-4.737,7.258,0.653,0.0,1,680
429.63,5,1.22,9.266,0.613,0.0,1,374
429.63,6,-2.998,7.779,0.623,0.0,1,637
429.79,1,0.095,8.935,0.65,0.0,1,866
429.79,2,1.176,9.256,1.734,0.0,1,110
429.79,3,-4.322,7.849,0.579,0.0,1,471
429.79,4,-4.737,7.258,0.653,0.0,1,680
429.79,5,1.22,9.266,0.613,0.0,1,374
429.79,6,-2.998,7.779,0.623,0.0,1,637
429.82,1,0.095,8.935,0.65,0.0,1,868
429.82,2,1.176,9.256,1.734,0.0,1,110
429.82,3,-4.322,7.849,0.579,0.0,1,470
429.82,4,-4.737,7.258,0.653,0.0,1,680
429.82,5,1.22,9.266,0.613,0.0,1,374
429.82,6,-2.998,7.779,0.623,0.0,1,637
429.92,1,0.095,8.935,0.65,0.0,1,868
429.92,2,1.176,9.256,1.734,0.0,1,110
429.92,3,-4.322,7.849,0.579,0.0,1,473
429.92,4,-4.737,7.258,0.653,0.0,1,680
429.92,5,1.22,9.266,0.613,0.0,1,375
429.92,6,-2.998,7.779,0.623,0.0,1,637
429.96,1,0.095,8.935,0.65,0.0,1,868
429.96,2,1.176,9.256,1.734,0.0,1,110
429.96,3,-4.322,7.849,0.579,0.0,1,473
429.96,4,-4.737,7.258,0.653,0.0,1,679
429.96,5,1.22,9.266,0.613,0.0,1,376
429.96,6,-2.998,7.779,0.623,0.0,1,637
429.99,1,0.095,8.935,0.65,0.0,1,868
429.99,2,1.176,9.256,1.734,0.0,1,110
429.99,3,-4.322,7.849,0.579,0.0,1,476
429.99,4,-4.737,7.258,0.653,0.0,1,681
429.99,5,1.22,9.266,0.613,0.0,1,375
429.99,6,-2.998,7.779,0.623,0.0,1,637
429.5,1,0.095,8.935,0.65,0.0,1,868
429.5,2,1.176,9.256,1.734,0.0,1,110
429.5,3,-4.322,7.849,0.579,0.0,1,476
429.5,4,-4.737,7.258,0.653,0.0,1,681
429.5,5,1.22,9.266,0.613,0.0,1,375
429.5,6,-2.998,7.779,0.623,0.0,1,637
429.46,1,0.095,8.935,0.65,0.0,1,869
515.13,1,0.095,8.935,0.65,0.0,1,864
515.13,2,1.176,9.256,1.734,0.0,1,110
515.13,3,-4.322,7.849,0.579,0.0,1,468
515.13,4,-4.737,7.258,0.653,0.0,1,680
515.13,5,1.22,9.266,0.613,0.0,1,370
515.13,6,-2.998,7.779,0.623,0.0,1,637
515.16,1,0.095,8.935,0.65,0.0,1,866
515.16,2,1.176,9.256,1.734,0.0,1,110
515.16,3,-4.322,7.849,0.579,0.0,1,472
515.16,4,-4.737,7.258,0.653,0.0,1,680
515.16,5,1.22,9.266,0.613,0.0,1,374
515.16,6,-2.998,7.779,0.623,0.0,1,637
515.2,1,0.095,8.935,0.65,0.0,1,866
515.2,2,1.176,9.256,1.734,0.0,1,110
515.2,3,-4.322,7.849,0.579,0.0,1,471
515.2,4,-4.737,7.258,0.653,0.0,1,680
515.2,5,1.22,9.266,0.613,0.0,1,374
515.2,6,-2.998,7.779,0.623,0.0,1,637
515.23,1,0.095,8.935,0.65,0.0,1,868
515.23,2,1.176,9.256,1.734,0.0,1,110
515.23,3,-4.322,7.849,0.579,0.0,1,470
515.23,4,-4.737,7.258,0.653,0.0,1,680
515.23,5,1.22,9.266,0.613,0.0,1,374
515.23,6,-2.998,7.779,0.623,0.0,1,637
515.33,1,0.095,8.935,0.65,0.0,1,868
515.33,2,1.176,9.256,1.734,0.0,1,110
515.33,3,-4.322,7.849,0.579,0.0,1,473
515.33,4,-4.737,7.258,0.653,0.0,1,680
515.33,5,1.22,9.266,0.613,0.0,1,375
515.33,6,-2.998,7.779,0.623,0.0,1,637
515.36,1,0.095,8.935,0.65,0.0,1,868
515.36,2,1.176,9.256,1.734,0.0,1,110
515.36,3,-4.322,7.849,0.579,0.0,1,473
515.36,4,-4.737,7.258,0.653,0.0,1,679
515.36,5,1.22,9.266,0.613,0.0,1,376
515.36,6,-2.998,7.779,0.623,0.0,1,637
521.86,1,0.033,9.148,0.649,0.0,1,902
521.86,2,1.104,9.467,1.735,0.0,1,110
521.86,3,-4.376,8.048,0.575,0.0,1,593
521.86,4,-4.801,7.471,0.653,0.0,1,716
521.86,5,1.148,9.477,0.615,0.0,1,391
521.86,6,-3.064,7.991,0.625,0.0,1,666
521.83,1,0.034,9.152,0.65,0.0,1,906
521.83,2,1.109,9.476,1.737,0.0,1,123
521.83,3,-4.391,8.059,0.578,0.0,1,559
521.83,4,-4.804,7.474,0.653,0.0,1,704
521.83,5,1.15,9.484,0.616,0.0,1,394
521.99,1,0.028,9.127,0.649,0.0,1,931
521.99,2,1.097,9.441,1.726,0.0,1,119
521.99,3,-4.363,8.026,0.572,0.0,1,615
521.99,4,-4.778,7.461,0.649,0.0,1,825
521.99,5,1.132,9.445,0.614,0.0,1,449
521.99,6,-3.048,7.966,0.62,0.0,1,698
522.03,1,0.027,9.117,0.651,0.0,1,946
522.03,2,1.098,9.429,1.722,0.0,1,111
522.03,3,-4.358,8.0,0.566,0.0,1,635
522.03,4,-4.77,7.451,0.648,0.0,1,843
522.03,5,1.131,9.432,0.613,0.0,1,482
522.09,1,0.025,9.1,0.648,0.0,1,972
522.09,2,1.088,9.408,1.712,0.0,1,117
522.09,3,-4.351,7.984,0.563,0.0,1,645
522.09,4,-4.757,7.445,0.651,0.0,1,852
522.09,5,1.118,9.412,0.616,0.0,1,502
522.16,1,0.023,9.083,0.644,0.0,1,1087
522.16,2,1.08,9.386,1.705,0.0,1,103
522.16,3,-4.33,7.96,0.559,0.0,1,609
522.16,4,-4.739,7.442,0.646,0.0,1,921
522.16,5,1.107,9.388,0.619,0.0,1,523
522.16,6,-3.028,7.934,0.616,0.0,1,769
521.73,1,0.044,9.211,0.655,0.0,1,1121
521.73,2,1.119,9.54,1.747,0.0,1,107
521.73,3,-4.425,8.072,0.571,0.0,1,639
521.73,4,-4.827,7.526,0.659,0.0,1,968
521.73,5,1.145,9.553,0.639,0.0,1,548
521.73,6,-3.102,8.049,0.63,0.0,1,842
522.29,1,0.042,9.027,0.636,0.58,0,962
522.29,2,1.064,9.32,1.688,0.24,0,108
522.29,3,-4.27,7.892,0.554,4.0,0,562
522.29,4,-4.699,7.417,0.647,0.44,0,887
522.29,5,1.085,9.318,0.621,0.37,0,448
521.7,1,0.068,9.227,0.657,0.0,1,1637
521.7,2,1.123,9.555,1.75,0.0,1,129
521.7,3,-4.433,8.092,0.578,0.0,1,628
521.7,4,-4.833,7.539,0.663,0.0,1,909
521.7,5,1.147,9.572,0.646,0.0,1,768
521.7,6,-3.115,8.06,0.636,0.0,1,918
522.32,1,0.05,9.034,0.636,0.3,0,981
522.32,2,1.058,9.328,1.685,0.14,1,133
522.32,3,-4.283,7.931,0.564,1.95,0,578
522.32,4,-4.695,7.432,0.646,0.29,0,881
522.32,5,1.077,9.324,0.622,0.27,0,439
522.32,6,-3.01,7.898,0.616,0.54,0,711
522.39,1,0.061,9.065,0.64,0.0,1,968
522.39,2,1.052,9.364,1.686,0.0,1,138
522.39,3,-4.313,7.94,0.565,0.0,1,478
522.39,4,-4.693,7.465,0.65,0.0,1,753
522.39,5,1.069,9.363,0.634,0.0,1,411
522.39,6,-3.046,7.914,0.64,0.0,1,584
522.46,1,0.061,9.067,0.642,0.0,1,974
522.46,2,1.039,9.361,1.682,0.0,1,137
522.46,3,-4.314,7.931,0.566,0.0,1,517
522.46,4,-4.682,7.49,0.655,0.0,1,806
522.46,5,1.052,9.354,0.629,0.0,1,441
522.49,1,0.066,9.05,0.642,0.0,1,962
522.49,2,1.037,9.34,1.678,0.0,1,135
522.49,3,-4.323,7.931,0.571,0.0,1,533
522.49,4,-4.671,7.484,0.659,0.0,1,813
522.49,5,1.051,9.334,0.63,0.0,1,408
522.52,1,0.067,9.045,0.646,0.0,1,973
522.52,2,1.035,9.334,1.675,0.0,1,138
522.52,3,-4.304,7.918,0.573,0.0,1,506
522.52,4,-4.662,7.492,0.662,0.0,1,852
522.52,5,1.046,9.326,0.63,0.0,1,411
522.55,1,0.066,9.042,0.647,0.0,1,985
522.55,2,1.043,9.341,1.685,0.0,1,138
522.55,3,-4.292,7.912,0.573,0.0,1,559
522.55,4,-4.65,7.507,0.665,0.0,1,884
522.55,5,1.043,9.32,0.631,0.0,1,414
522.62,1,0.054,9.089,0.66,0.0,1,1049
522.62,3,-4.3,7.949,0.576,0.0,1,553
522.62,4,-4.654,7.538,0.662,0.0,1,885
522.65,1,0.052,9.08,0.66,0.0,1,1060
522.65,3,-4.302,7.935,0.573,0.0,1,521
522.69,1,0.052,9.088,0.664,0.0,1,1060
522.69,3,-4.314,7.943,0.575,0.0,1,513
522.69,6,-3.046,7.927,0.632,0.28,0,552
522.75,1,0.057,9.078,0.66,0.0,1,1065
522.75,3,-4.314,7.95,0.584,0.0,1,586
522.75,6,-3.041,7.929,0.632,0.0,1,428
522.75,4,-4.632,7.558,0.666,0.0,1,942
522.79,1,0.051,9.079,0.657,0.0,1,1065
522.79,3,-4.318,7.952,0.579,0.0,1,635
522.79,6,-3.041,7.936,0.632,0.0,1,454
522.79,4,-4.628,7.569,0.664,0.0,1,897
522.82,1,0.051,9.068,0.656,0.0,1,1094
522.82,3,-4.309,7.94,0.579,0.0,1,617
522.82,4,-4.621,7.569,0.665,0.0,1,927
522.85,1,0.053,9.072,0.656,0.0,1,1096
522.85,3,-4.302,7.946,0.574,0.0,1,590
522.85,4,-4.617,7.581,0.671,0.0,1,930
522.85,6,-3.04,7.936,0.635,0.0,1,459
522.98,1,0.049,9.062,0.651,0.0,1,1142
522.98,3,-4.296,7.941,0.574,0.0,1,597
522.98,6,-3.058,7.935,0.642,0.0,1,508
523.02,1,0.042,9.055,0.649,0.0,1,1135
523.02,3,-4.294,7.934,0.575,0.0,1,547
523.02,6,-3.058,7.932,0.647,0.0,1,552
523.08,1,0.052,9.052,0.657,0.0,1,1107
523.08,3,-4.308,7.918,0.577,0.0,1,545
523.08,6,-3.047,7.925,0.65,0.0,1,572
523.15,1,0.053,9.046,0.662,0.0,1,1050
523.15,3,-4.304,7.909,0.579,0.0,1,584
523.15,6,-3.046,7.921,0.654,0.0,1,621
523.15,21,-3.046,7.923,0.973,0.0,1,243
523.15,22,-2.284,8.196,0.656,0.0,1,659
523.18,1,0.058,9.046,0.664,0.0,1,1053
523.18,3,-4.304,7.908,0.579,0.0,1,584
523.18,6,-3.046,7.921,0.654,0.0,1,594
523.18,21,-3.046,7.923,0.973,0.0,1,240
523.18,22,-2.284,8.196,0.656,0.0,1,656
523.18,25,-2.29,8.232,0.977,0.0,1,252
523.22,1,0.061,9.047,0.664,0.0,1,1046
523.22,3,-4.304,7.908,0.579,0.0,1,587
523.22,6,-3.045,7.921,0.654,0.0,1,586
523.22,21,-3.046,7.923,0.973,0.0,1,237
523.22,22,-2.284,8.196,0.656,0.0,1,653
523.22,25,-2.29,8.232,0.977,0.0,1,252
523.25,1,0.061,9.047,0.664,0.0,1,1046
523.25,3,-4.304,7.908,0.579,0.0,1,582
523.25,6,-3.045,7.92,0.652,0.0,1,582
523.25,21,-3.046,7.922,0.973,0.0,1,236
523.25,22,-2.286,8.195,0.656,0.0,1,651
523.25,25,-2.29,8.232,0.977,0.0,1,251
523.28,1,0.061,9.047,0.664,0.0,1,1042
523.28,3,-4.303,7.91,0.579,0.0,1,586
523.28,6,-3.045,7.92,0.652,0.0,1,580
523.28,21,-3.046,7.922,0.973,0.0,1,235
523.28,22,-2.286,8.195,0.656,0.0,1,651
523.28,25,-2.29,8.232,0.977,0.0,1,251
523.35,1,0.058,9.049,0.665,0.0,1,1037
523.35,3,-4.303,7.91,0.579,0.0,1,579
523.35,6,-3.045,7.92,0.652,0.0,1,578
523.35,21,-3.046,7.922,0.973,0.0,1,236
523.35,22,-2.284,8.196,0.656,0.0,1,662
523.35,25,-2.29,8.232,0.977,0.0,1,251
523.45,1,0.058,9.049,0.665,0.0,1,1033
523.45,3,-4.303,7.91,0.579,0.0,1,581
523.45,6,-3.045,7.92,0.652,0.0,1,572
523.45,21,-3.046,7.922,0.973,0.0,1,237
523.45,22,-2.284,8.196,0.656,0.0,1,660
523.45,25,-2.29,8.232,0.977,0.0,1,251
523.51,1,0.058,9.049,0.665,0.0,1,1033
523.51,3,-4.303,7.91,0.579,0.0,1,583
523.51,6,-3.044,7.922,0.652,0.0,1,595
523.51,21,-3.046,7.922,0.973,0.0,1,238
523.51,22,-2.284,8.196,0.656,0.0,1,660
523.51,25,-2.29,8.232,0.977,0.0,1,251
523.54,1,0.058,9.049,0.665,0.0,1,1036
523.54,3,-4.303,7.91,0.579,0.0,1,584
523.54,6,-3.044,7.922,0.652,0.0,1,595
523.54,21,-3.046,7.922,0.973,0.0,1,239
523.54,22,-2.284,8.196,0.656,0.0,1,662
523.54,25,-2.29,8.232,0.977,0.0,1,251
523.61,1,0.058,9.049,0.665,0.0,1,1036
523.61,3,-4.303,7.91,0.579,0.0,1,582
523.61,6,-3.044,7.922,0.652,0.0,1,597
523.61,21,-3.046,7.922,0.973,0.0,1,238
523.61,22,-2.286,8.195,0.656,0.0,1,664
523.61,25,-2.29,8.232,0.977,0.0,1,251
523.64,1,0.056,9.05,0.665,0.0,1,1022
523.64,3,-4.303,7.91,0.579,0.0,1,579
523.64,6,-3.044,7.922,0.652,0.0,1,597
523.64,21,-3.046,7.922,0.973,0.0,1,237
523.64,22,-2.286,8.195,0.656,0.0,1,662
523.64,25,-2.29,8.232,0.977,0.0,1,251
523.68,1,0.056,9.05,0.665,0.0,1,1025
523.68,3,-4.303,7.91,0.579,0.0,1,578
523.68,6,-3.044,7.922,0.652,0.0,1,597
523.68,21,-3.046,7.922,0.973,0.0,1,237
523.68,22,-2.286,8.195,0.656,0.0,1,661
523.68,25,-2.292,8.231,0.977,0.0,1,252
523.71,1,0.056,9.05,0.665,0.0,1,1025
523.71,3,-4.303,7.91,0.579,0.0,1,575
523.71,6,-3.044,7.922,0.652,0.0,1,595
523.71,21,-3.046,7.922,0.973,0.0,1,236
523.71,22,-2.286,8.195,0.656,0.0,1,661
523.71,25,-2.292,8.231,0.977,0.0,1,252
523.74,1,0.056,9.05,0.665,0.0,1,1024
523.74,3,-4.303,7.91,0.579,0.0,1,576
523.74,6,-3.044,7.922,0.652,0.0,1,594
523.74,21,-3.046,7.922,0.973,0.0,1,236
523.74,22,-2.286,8.195,0.656,0.0,1,661
523.74,25,-2.292,8.231,0.977,0.0,1,252
523.81,1,0.056,9.05,0.665,0.0,1,1025
523.81,3,-4.302,7.913,0.58,0.0,1,574
523.81,6,-3.044,7.922,0.652,0.0,1,590
523.81,21,-3.046,7.922,0.973,0.0,1,236
523.81,22,-2.284,8.196,0.656,0.0,1,643
523.81,25,-2.292,8.231,0.977,0.0,1,252
523.84,1,0.056,9.05,0.665,0.0,1,1025
523.84,3,-4.302,7.913,0.58,0.0,1,573
523.84,6,-3.044,7.922,0.652,0.0,1,587
523.84,21,-3.044,7.923,0.973,0.0,1,237
523.84,22,-2.284,8.196,0.656,0.0,1,646
523.84,25,-2.292,8.231,0.977,0.0,1,252
523.88,1,0.056,9.05,0.665,0.0,1,1024
523.88,3,-4.302,7.913,0.58,0.0,1,572
523.88,6,-3.044,7.922,0.652,0.0,1,583
523.88,21,-3.044,7.923,0.973,0.0,1,237
523.88,22,-2.284,8.196,0.656,0.0,1,645
523.88,25,-2.292,8.231,0.977,0.0,1,252
523.91,1,0.056,9.05,0.665,0.0,1,1025
523.91,3,-4.302,7.913,0.58,0.0,1,572
523.91,6,-3.044,7.922,0.652,0.0,1,581
523.91,21,-3.044,7.923,0.973,0.0,1,237
523.91,22,-2.284,8.196,0.656,0.0,1,645
523.91,25,-2.292,8.231,0.977,0.0,1,252
523.94,1,0.056,9.05,0.665,0.0,1,1026
523.94,3,-4.302,7.913,0.58,0.0,1,571
523.94,6,-3.044,7.922,0.652,0.0,1,580
523.94,21,-3.044,7.923,0.973,0.0,1,237
523.94,22,-2.284,8.196,0.656,0.0,1,645
523.94,25,-2.292,8.231,0.977,0.0,1,252
524.04,1,0.056,9.05,0.665,0.0,1,1025
524.04,3,-4.302,7.913,0.58,0.0,1,574
524.04,6,-3.044,7.922,0.652,0.0,1,579
524.04,21,-3.044,7.923,0.973,0.0,1,237
524.04,22,-2.284,8.196,0.656,0.0,1,645
524.04,25,-2.292,8.231,0.977,0.0,1,252
524.14,1,0.056,9.05,0.665,0.0,1,1025
524.14,3,-4.302,7.913,0.58,0.0,1,574
524.14,6,-3.044,7.922,0.652,0.0,1,578
524.14,21,-3.044,7.923,0.973,0.0,1,237
524.14,22,-2.284,8.196,0.656,0.0,1,645
524.14,25,-2.292,8.231,0.977,0.0,1,253
524.3,1,0.056,9.05,0.665,0.0,1,1025
524.3,3,-4.302,7.913,0.58,0.0,1,573
524.3,6,-3.044,7.922,0.652,0.0,1,579
524.3,21,-3.044,7.923,0.973,0.0,1,237
524.3,22,-2.284,8.196,0.656,0.0,1,645
524.3,25,-2.292,8.231,0.977,0.0,1,253
524.4,1,0.056,9.05,0.665,0.0,1,1025
524.4,3,-4.302,7.913,0.58,0.0,1,573
524.4,6,-3.044,7.922,0.652,0.0,1,577
524.4,21,-3.044,7.923,0.973,0.0,1,237
524.4,22,-2.284,8.196,0.656,0.0,1,645
524.4,25,-2.292,8.231,0.977,0.0,1,253
524.47,1,0.056,9.05,0.665,0.0,1,1025
524.47,3,-4.302,7.913,0.58,0.0,1,574
524.47,6,-3.044,7.922,0.652,0.0,1,577
524.47,21,-3.044,7.923,0.973,0.0,1,237
524.47,22,-2.284,8.196,0.656,0.0,1,645
524.47,25,-2.292,8.231,0.977,0.0,1,253
524.53,1,0.056,9.05,0.665,0.0,1,1026
524.53,3,-4.302,7.913,0.58,0.0,1,573
524.53,6,-3.044,7.922,0.652,0.0,1,575
524.53,21,-3.044,7.923,0.973,0.0,1,237
524.53,22,-2.284,8.196,0.656,0.0,1,644
524.53,25,-2.292,8.231,0.977,0.0,1,253
524.6,1,0.056,9.05,0.665,0.0,1,1026
524.6,3,-4.302,7.913,0.58,0.0,1,573
524.6,6,-3.044,7.922,0.652,0.0,1,576
524.6,21,-3.044,7.923,0.973,0.0,1,237
524.6,22,-2.284,8.196,0.656,0.0,1,644
524.6,25,-2.292,8.231,0.977,0.0,1,253
524.63,1,0.056,9.05,0.665,0.0,1,1026
524.63,3,-4.302,7.913,0.58,0.0,1,572
524.63,6,-3.044,7.922,0.652,0.0,1,574
524.63,21,-3.044,7.923,0.973,0.0,1,237
524.63,22,-2.284,8.196,0.656,0.0,1,644
524.63,25,-2.292,8.231,0.977,0.0,1,253
524.77,1,0.056,9.05,0.665,0.0,1,1027
524.77,3,-4.302,7.913,0.58,0.0,1,572
524.77,6,-3.044,7.922,0.652,0.0,1,575
524.77,21,-3.044,7.923,0.973,0.0,1,237
524.77,22,-2.284,8.196,0.656,0.0,1,644
524.77,25,-2.292,8.231,0.977,0.0,1,253
524.83,1,0.056,9.05,0.665,0.0,1,1027
524.83,3,-4.302,7.913,0.58,0.0,1,572
524.83,6,-3.044,7.922,0.652,0.0,1,575
524.83,21,-3.044,7.923,0.973,0.0,1,237
524.83,22,-2.284,8.196,0.656,0.0,1,644
524.83,25,-2.292,8.231,0.977,0.0,1,253
524.87,1,0.056,9.05,0.665,0.0,1,1027
524.87,3,-4.302,7.913,0.58,0.0,1,572
524.87,6,-3.044,7.922,0.652,0.0,1,574
524.87,21,-3.044,7.923,0.973,0.0,1,237
524.87,22,-2.284,8.196,0.656,0.0,1,643
524.87,25,-2.292,8.231,0.977,0.0,1,253
525.03,1,0.056,9.05,0.665,0.0,1,1026
525.03,3,-4.302,7.913,0.58,0.0,1,571
525.03,6,-3.044,7.922,0.652,0.0,1,574
525.03,21,-3.044,7.923,0.973,0.0,1,237
525.03,22,-2.284,8.196,0.656,0.0,1,643
525.03,25,-2.292,8.231,0.977,0.0,1,253
525.06,1,0.056,9.05,0.665,0.0,1,1027
525.06,3,-4.302,7.913,0.58,0.0,1,572
525.06,6,-3.044,7.922,0.652,0.0,1,576
525.06,21,-3.044,7.923,0.973,0.0,1,237
525.06,22,-2.284,8.196,0.656,0.0,1,643
525.06,25,-2.292,8.231,0.977,0.0,1,253
525.2,1,0.056,9.05,0.665,0.0,1,1026
525.2,3,-4.302,7.913,0.58,0.0,1,572
525.2,6,-3.044,7.922,0.652,0.0,1,576
525.2,21,-3.044,7.923,0.973,0.0,1,237
525.2,22,-2.284,8.196,0.656,0.0,1,643
525.2,25,-2.292,8.231,0.977,0.0,1,253
525.26,1,0.056,9.05,0.665,0.0,1,1027
525.26,3,-4.302,7.913,0.58,0.0,1,574
525.26,6,-3.044,7.922,0.652,0.0,1,577
525.26,21,-3.044,7.923,0.973,0.0,1,238
525.26,22,-2.284,8.196,0.656,0.0,1,642
525.26,25,-2.292,8.231,0.977,0.0,1,253
525.29,1,0.056,9.05,0.665,0.0,1,1029
525.29,3,-4.302,7.913,0.58,0.0,1,573
525.29,6,-3.044,7.922,0.652,0.0,1,576
525.29,21,-3.044,7.923,0.973,0.0,1,238
525.29,22,-2.284,8.196,0.656,0.0,1,640
525.29,25,-2.292,8.231,0.977,0.0,1,253
525.33,1,0.056,9.05,0.665,0.0,1,1029
525.33,3,-4.302,7.913,0.58,0.0,1,573
525.33,6,-3.044,7.922,0.652,0.0,1,576
525.33,21,-3.044,7.923,0.973,0.0,1,237
525.33,22,-2.284,8.196,0.656,0.0,1,640
525.33,25,-2.292,8.231,0.977,0.0,1,253
525.46,1,0.056,9.05,0.665,0.0,1,1028
525.46,3,-4.302,7.913,0.58,0.0,1,569
525.46,6,-3.044,7.922,0.652,0.0,1,576
525.46,21,-3.044,7.923,0.973,0.0,1,237
525.46,22,-2.284,8.196,0.656,0.0,1,640
525.46,25,-2.292,8.231,0.977,0.0,1,253
525.52,1,0.056,9.05,0.665,0.0,1,1030
525.52,3,-4.302,7.913,0.58,0.0,1,569
525.52,6,-3.044,7.922,0.652,0.0,1,576
525.52,21,-3.044,7.923,0.973,0.0,1,238
525.52,22,-2.284,8.196,0.656,0.0,1,640
525.52,25,-2.292,8.231,0.977,0.0,1,253
666.53,1,0.056,9.05,0.665,0.0,1,861
666.53,2,-3.044,7.923,0.973,0.0,1,228
666.53,3,-4.302,7.913,0.58,0.0,1,517
666.53,4,-2.284,8.196,0.656,0.0,1,556
666.53,5,-3.044,7.922,0.652,0.0,1,568
666.53,6,-2.292,8.231,0.977,0.0,1,247
666.57,1,0.056,9.05,0.665,0.0,1,862
666.57,2,-3.044,7.923,0.973,0.0,1,228
666.57,3,-4.302,7.913,0.58,0.0,1,517
666.57,4,-2.284,8.196,0.656,0.0,1,556
666.57,5,-3.044,7.922,0.652,0.0,1,569
666.57,6,-2.292,8.231,0.977,0.0,1,247
666.7,1,0.056,9.05,0.665,0.0,1,863
666.7,2,-3.044,7.923,0.973,0.0,1,228
666.7,3,-4.302,7.913,0.58,0.0,1,516
666.7,4,-2.284,8.196,0.656,0.0,1,557
666.7,5,-3.044,7.922,0.652,0.0,1,569
666.7,6,-2.292,8.231,0.977,0.0,1,247
666.73,1,0.056,9.05,0.665,0.0,1,864
666.73,2,-3.044,7.923,0.973,0.0,1,228
666.73,3,-4.302,7.913,0.58,0.0,1,514
666.73,4,-2.284,8.196,0.656,0.0,1,559
666.73,5,-3.044,7.922,0.652,0.0,1,569
666.73,6,-2.292,8.231,0.977,0.0,1,247
666.76,1,0.056,9.05,0.665,0.0,1,864
666.76,2,-3.044,7.923,0.973,0.0,1,228
666.76,3,-4.302,7.913,0.58,0.0,1,512
666.76,4,-2.284,8.196,0.656,0.0,1,561
666.76,5,-3.044,7.922,0.652,0.0,1,570
666.76,6,-2.292,8.231,0.977,0.0,1,247
666.8,1,0.056,9.05,0.665,0.0,1,863
666.8,2,-3.044,7.923,0.973,0.0,1,228
666.8,3,-4.302,7.913,0.58,0.0,1,511
666.8,4,-2.284,8.196,0.656,0.0,1,561
666.8,5,-3.044,7.922,0.652,0.0,1,568
666.8,6,-2.292,8.231,0.977,0.0,1,247
666.83,1,0.056,9.05,0.665,0.0,1,865
666.83,2,-3.044,7.923,0.973,0.0,1,228
666.83,3,-4.302,7.913,0.58,0.0,1,510
666.83,4,-2.284,8.196,0.656,0.0,1,562
666.83,5,-3.044,7.922,0.652,0.0,1,569
666.83,6,-2.292,8.231,0.977,0.0,1,247
666.93,1,0.056,9.05,0.665,0.0,1,866
666.93,2,-3.044,7.923,0.973,0.0,1,228
666.93,3,-4.302,7.913,0.58,0.0,1,508
666.93,4,-2.284,8.196,0.656,0.0,1,564
666.93,5,-3.044,7.922,0.652,0.0,1,570
666.93,6,-2.292,8.231,0.977,0.0,1,247
666.4,1,0.056,9.05,0.665,0.0,1,867
666.4,2,-3.044,7.923,0.973,0.0,1,228
666.4,3,-4.302,7.913,0.58,0.0,1,508
666.4,4,-2.284,8.196,0.656,0.0,1,566
666.4,5,-3.044,7.922,0.652,0.0,1,568
666.4,6,-2.292,8.231,0.977,0.0,1,247
666.37,1,0.056,9.05,0.665,0.0,1,867
666.37,2,-3.044,7.923,0.973,0.0,1,228
666.37,3,-4.302,7.913,0.58,0.0,1,508
666.37,4,-2.284,8.196,0.656,0.0,1,566
666.37,5,-3.044,7.922,0.652,0.0,1,568
666.37,6,-2.292,8.231,0.977,0.0,1,247
667.26,1,0.056,9.05,0.665,0.17,0,955
667.26,2,-3.044,7.923,0.973,0.01,1,228
667.26,3,-4.302,7.913,0.58,0.35,0,537
667.26,4,-2.284,8.196,0.656,0.08,1,567
667.26,5,-3.044,7.922,0.652,0.14,1,568
667.26,6,-2.292,8.231,0.977,0.07,1,247
667.29,1,0.056,9.05,0.665,0.0,1,861
667.29,2,-3.044,7.923,0.973,0.0,1,228
667.29,3,-4.302,7.913,0.58,0.0,1,517
667.29,4,-2.284,8.196,0.656,0.0,1,567
667.29,5,-3.044,7.922,0.652,0.0,1,567
667.29,6,-2.292,8.231,0.977,0.0,1,247
667.36,1,0.056,9.05,0.665,0.0,1,862
667.36,2,-3.044,7.923,0.973,0.0,1,228
667.36,3,-4.302,7.913,0.58,0.0,1,517
667.36,4,-2.284,8.196,0.656,0.0,1,568
667.36,5,-3.044,7.922,0.652,0.0,1,568
667.36,6,-2.292,8.231,0.977,0.0,1,247
667.39,1,0.056,9.05,0.665,0.0,1,863
667.39,2,-3.044,7.923,0.973,0.0,1,228
667.39,3,-4.302,7.913,0.58,0.0,1,516
667.39,4,-2.284,8.196,0.656,0.0,1,569
667.39,5,-3.044,7.922,0.652,0.0,1,569
667.39,6,-2.292,8.231,0.977,0.0,1,247
667.42,1,0.056,9.05,0.665,0.0,1,864
667.42,2,-3.044,7.923,0.973,0.0,1,228
667.42,3,-4.302,7.913,0.58,0.0,1,514
667.42,4,-2.284,8.196,0.656,0.0,1,571
667.42,5,-3.044,7.922,0.652,0.0,1,569
667.42,6,-2.292,8.231,0.977,0.0,1,247
667.46,1,0.056,9.05,0.665,0.0,1,864
667.46,2,-3.044,7.923,0.973,0.0,1,228
667.46,3,-4.302,7.913,0.58,0.0,1,512
667.46,4,-2.284,8.196,0.656,0.0,1,571
